Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,
10.42.0.151-104.244.43.131-53650-443-6,10.42.0.151,53650,104.244.43.131,443,6,13-06-2017 06:00,15398917,2,0,0,0,0,0,0,0,0,0,0,0,0,0.129879264,1.54E+07,0,1.54E+07,1.54E+07,1.54E+07,1.54E+07,0,1.54E+07,1.54E+07,0,0,0,0,0,0,0,0,0,64,0,0.129879264,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1731,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.244.43.131-53647-443-6,10.42.0.151,53647,104.244.43.131,443,6,13-06-2017 06:00,15398909,2,0,0,0,0,0,0,0,0,0,0,0,0,0.129879331,1.54E+07,0,1.54E+07,1.54E+07,1.54E+07,1.54E+07,0,1.54E+07,1.54E+07,0,0,0,0,0,0,0,0,0,64,0,0.129879331,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1731,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.244.43.131-53649-443-6,10.42.0.151,53649,104.244.43.131,443,6,13-06-2017 06:00,15398849,2,0,0,0,0,0,0,0,0,0,0,0,0,0.129879837,1.54E+07,0,1.54E+07,1.54E+07,1.54E+07,1.54E+07,0,1.54E+07,1.54E+07,0,0,0,0,0,0,0,0,0,64,0,0.129879837,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1731,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.244.43.131-53640-443-6,10.42.0.151,53640,104.244.43.131,443,6,13-06-2017 06:00,15398845,2,0,0,0,0,0,0,0,0,0,0,0,0,0.129879871,1.54E+07,0,1.54E+07,1.54E+07,1.54E+07,1.54E+07,0,1.54E+07,1.54E+07,0,0,0,0,0,0,0,0,0,64,0,0.129879871,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2591,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.244.43.131-53638-443-6,10.42.0.151,53638,104.244.43.131,443,6,13-06-2017 06:00,15398842,2,0,0,0,0,0,0,0,0,0,0,0,0,0.129879896,1.54E+07,0,1.54E+07,1.54E+07,1.54E+07,1.54E+07,0,1.54E+07,1.54E+07,0,0,0,0,0,0,0,0,0,64,0,0.129879896,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2319,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.244.43.131-53643-443-6,10.42.0.151,53643,104.244.43.131,443,6,13-06-2017 06:00,16680665,2,0,0,0,0,0,0,0,0,0,0,0,0,0.119899297,1.67E+07,0,1.67E+07,1.67E+07,1.67E+07,1.67E+07,0,1.67E+07,1.67E+07,0,0,0,0,0,0,0,0,0,64,0,0.119899297,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2274,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-104.244.43.131-53644-443-6,10.42.0.151,53644,104.244.43.131,443,6,13-06-2017 06:00,16680637,2,0,0,0,0,0,0,0,0,0,0,0,0,0.119899498,1.67E+07,0,1.67E+07,1.67E+07,1.67E+07,1.67E+07,0,1.67E+07,1.67E+07,0,0,0,0,0,0,0,0,0,64,0,0.119899498,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2546,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.151.47-10.42.0.151-80-57828-6,10.42.0.151,57828,203.205.151.47,80,6,13-06-2017 05:59,75457650,4,4,393,213,393,0,98.25,196.5,213,0,53.25,106.5,8.030994869,0.106019734,1.08E+07,2.83E+07,7.50E+07,25,469515,156505,135587.7503,239166,25,7.52E+07,2.51E+07,4.32E+07,7.50E+07,4212,0,0,0,0,100,92,0.053009867,0.053009867,0,393,67.33333333,140.9849283,19876.75,0,0,0,1,0,0,0,0,1,75.75,98.25,53.25,100,0,0,0,0,0,0,4,393,4,213,65535,121,1,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-125.39.133.40-54434-80-6,10.42.0.151,54434,125.39.133.40,80,6,13-06-2017 05:59,78430197,25,26,2219,17753,592,0,88.76,208.234099,1440,0,682.8076923,640.8484388,254.6468167,0.650259746,1568603.94,1.06E+07,7.50E+07,2,3438060,143252.5,282559.7211,1298030,2,7.82E+07,3126537.12,1.50E+07,7.50E+07,4,0,0,0,0,520,532,0.318754778,0.331504969,0,1440,384.0769231,559.3396263,312860.8175,0,0,0,1,0,0,0,0,1,391.6078431,88.76,682.8076923,520,0,0,0,0,0,0,25,2219,26,17753,65535,149,4,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-125.39.133.40-54435-80-6,10.42.0.151,54435,125.39.133.40,80,6,13-06-2017 05:59,78331441,8,7,1062,1666,545,0,132.75,245.9191214,951,0,238,409.2611228,34.82637323,0.191493988,5595102.929,2.00E+07,7.50E+07,8,3334960,476422.8571,632833.1564,1831772,67,7.81E+07,1.30E+07,3.04E+07,7.50E+07,8,0,0,0,0,180,152,0.102130127,0.089363861,0,951,170.5,316.2979608,100044.4,0,0,0,1,0,0,0,0,0,181.8666667,132.75,238,180,0,0,0,0,0,0,8,1062,7,1666,65535,130,2,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-91.190.218.64-60775-12350-6,10.42.0.151,60775,91.190.218.64,12350,6,13-06-2017 05:44,60277311,4,2,10,10,5,0,2.5,2.886751346,5,5,5,0,0.331799804,0.099539941,1.21E+07,2.68E+07,5.99E+07,69938,6.03E+07,2.01E+07,3.45E+07,5.99E+07,167689,6.01E+07,6.01E+07,0,6.01E+07,6.01E+07,1,0,0,0,128,64,0.066359961,0.03317998,0,5,3.571428571,2.439750182,5.952380952,0,1,0,0,1,0,0,0,0,4.166666667,2.5,5,128,0,0,0,0,0,0,4,10,2,10,1386,9,1,32,167689,0,167689,167689,5.99E+07,0,5.99E+07,5.99E+07,ADWARE_EWIND,
180.163.15.184-10.42.0.151-80-60284-6,10.42.0.151,60284,180.163.15.184,80,6,13-06-2017 05:59,75600175,5,5,849,2597,849,0,169.8,379.6843426,1440,0,519.4,718.2212751,45.58190507,0.132274826,8400019.444,2.50E+07,7.50E+07,153,611202,152800.5,174098.4611,303626,881,7.54E+07,1.88E+07,3.74E+07,7.50E+07,153,0,0,0,0,120,112,0.066137413,0.066137413,0,1440,313.2727273,552.5859374,305351.2182,0,0,0,1,0,0,0,0,1,344.6,169.8,519.4,120,0,0,0,0,0,0,5,849,5,2597,65535,126,1,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
182.254.5.234-10.42.0.151-80-41058-6,10.42.0.151,41058,182.254.5.234,80,6,13-06-2017 06:00,15784131,2,0,0,0,0,0,0,0,0,0,0,0,0,0.126709541,1.58E+07,0,1.58E+07,1.58E+07,1.58E+07,1.58E+07,0,1.58E+07,1.58E+07,0,0,0,0,0,0,0,0,0,40,0,0.126709541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.151.47-10.42.0.151-80-57828-6,10.42.0.151,57828,203.205.151.47,80,6,13-06-2017 06:00,5560407,2,0,0,0,0,0,0,0,0,0,0,0,0,0.359685901,5560407,0,5560407,5560407,5560407,5560407,0,5560407,5560407,0,0,0,0,0,0,0,0,0,40,0,0.359685901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
180.163.15.184-10.42.0.151-80-60284-6,10.42.0.151,60284,180.163.15.184,80,6,13-06-2017 06:00,1161316,2,0,0,0,0,0,0,0,0,0,0,0,0,1.722184143,1161316,0,1161316,1161316,1161316,1161316,0,1161316,1161316,0,0,0,0,0,0,0,0,0,40,0,1.722184143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1459,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.163-10.42.0.151-80-51046-6,10.42.0.151,51046,172.217.2.163,80,6,13-06-2017 05:59,39634660,3,1,0,0,0,0,0,0,0,0,0,0,0,0.100921769,1.32E+07,2.28E+07,3.96E+07,19515,3.96E+07,1.98E+07,2.80E+07,3.96E+07,41978,0,0,0,0,0,0,0,0,0,104,40,0.075691327,0.025230442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,42408,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-125.39.133.40-54434-80-6,10.42.0.151,54434,125.39.133.40,80,6,13-06-2017 06:00,5560306,2,0,0,0,0,0,0,0,0,0,0,0,0,0.359692434,5560306,0,5560306,5560306,5560306,5560306,0,5560306,5560306,0,0,0,0,0,0,0,0,0,40,0,0.359692434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,2089,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-125.39.133.40-54435-80-6,10.42.0.151,54435,125.39.133.40,80,6,13-06-2017 06:00,5560300,2,0,0,0,0,0,0,0,0,0,0,0,0,0.359692822,5560300,0,5560300,5560300,5560300,5560300,0,5560300,5560300,0,0,0,0,0,0,0,0,0,40,0,0.359692822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1421,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.61-10.42.0.151-80-39933-6,10.42.0.151,39933,203.205.158.61,80,6,13-06-2017 06:00,712506,4,1,397,0,397,0,99.25,198.5,0,0,0,0,557.1882903,7.017484765,178126.5,130249.3543,313225,1693,712506,237502,68278.50835,313225,180628,0,0,0,0,0,0,0,0,0,136,40,5.613987812,1.403496953,0,397,66.16666667,162.0745713,26268.16667,0,0,0,1,0,0,0,0,0,79.4,99.25,0,136,0,0,0,0,0,0,4,397,1,0,65535,14480,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.61-10.42.0.151-80-39933-6,203.205.158.61,80,10.42.0.151,39933,6,13-06-2017 06:00,180790,6,3,2745,0,1448,0,457.5,582.3372734,0,0,0,0,15183.36191,49.78151446,22598.75,42003.18502,101581,6,180790,36158,80337.83882,179870,6,82,41,42.42640687,71,11,0,0,0,0,192,60,33.18767631,16.59383815,0,1448,274.5,494.179286,244213.1667,0,0,0,0,1,0,0,0,0,305,457.5,0,192,0,0,0,0,0,0,6,2745,3,0,122,0,3,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.147.229-10.42.0.151-80-34432-6,10.42.0.151,34432,203.205.147.229,80,6,13-06-2017 06:00,556439,5,3,529,290,529,0,105.8,236.575992,290,0,96.66666667,167.4315781,1471.859449,14.37713748,79491.28571,103009.7568,225685,320,556439,139109.75,162666.09,312945,320,255467,127733.5,163387.6284,243266,12201,0,0,0,0,168,104,8.985710922,5.391426553,0,529,91,190.2012092,36176.5,0,0,0,1,0,0,0,0,0,102.375,105.8,96.66666667,168,0,0,0,0,0,0,5,529,3,290,65535,54,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.147.229-10.42.0.151-80-34433-6,10.42.0.151,34433,203.205.147.229,80,6,13-06-2017 06:00,523683,5,3,560,1145,560,0,112,250.4396135,1145,0,381.6666667,661.0660582,3255.78642,15.27641722,74811.85714,100200.1924,217531,386,523683,130920.75,150370.0227,297175,386,230520,115260,147977.6503,219896,10624,0,0,0,0,168,104,9.547760764,5.728656458,0,1145,189.4444444,403.3643239,162702.7778,0,0,0,1,0,0,0,0,0,213.125,112,381.6666667,168,0,0,0,0,0,0,5,560,3,1145,65535,54,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.147.229-10.42.0.151-80-34441-6,10.42.0.151,34441,203.205.147.229,80,6,13-06-2017 06:00,490378,6,4,853,1937,853,0,142.1666667,348.2357918,1448,0,484.25,682.6010914,5689.488517,20.39243196,54486.44444,93478.01687,218564,10,490378,98075.6,133759.2098,266669,182,244668,81556,121478.6136,221171,10,0,0,0,0,200,136,12.23545918,8.156972784,0,1448,253.6363636,485.3646614,235578.8545,0,0,0,1,0,0,0,0,0,279,142.1666667,484.25,200,0,0,0,0,0,0,6,853,4,1937,65535,59,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
209.85.200.188-10.42.0.151-5228-39188-6,10.42.0.151,39188,209.85.200.188,5228,6,13-06-2017 05:58,81589102,6,6,3117,1017,1039,0,519.5,569.0837372,339,0,169.5,185.677947,50.66853169,0.147078466,7417191.091,1.66E+07,4.58E+07,1756,8.16E+07,1.63E+07,2.25E+07,4.58E+07,94290,8.15E+07,1.63E+07,2.26E+07,4.59E+07,45383,1,0,0,0,192,192,0.073539233,0.073539233,0,1039,397.9230769,465.867553,217032.5769,0,1,0,0,1,0,0,0,1,431.0833333,519.5,169.5,192,0,0,0,0,0,0,6,3117,6,1017,1570,678,2,32,98070.5,1776.959341,99327,96814,4.06E+07,7318714.284,4.58E+07,3.55E+07,ADWARE_EWIND,
10.42.0.151-125.39.240.46-41752-80-6,10.42.0.151,41752,125.39.240.46,80,6,13-06-2017 06:00,25998888,2,0,0,0,0,0,0,0,0,0,0,0,0,0.076926367,2.60E+07,0,2.60E+07,2.60E+07,2.60E+07,2.60E+07,0,2.60E+07,2.60E+07,0,0,0,0,0,0,0,0,0,40,0,0.076926367,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-125.39.240.46-41823-80-6,10.42.0.151,41823,125.39.240.46,80,6,13-06-2017 06:00,10594526,4,4,441,295,441,0,110.25,220.5,295,0,73.75,147.5,69.46983754,0.75510693,1513503.714,3741245.432,9993762,610,600764,200254.6667,177333.5687,339494,610,1.03E+07,3444993.667,5673577.764,9995414,77698,0,0,0,0,100,92,0.377553465,0.377553465,0,441,81.77777778,166.3270707,27664.69444,0,0,0,1,0,0,0,0,1,92,110.25,73.75,100,0,0,0,0,0,0,4,441,4,295,65535,7,1,20,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-14.17.42.57-52550-80-6,10.42.0.151,52550,14.17.42.57,80,6,13-06-2017 06:00,20710002,2,2,0,0,0,0,0,0,0,0,0,0,0,0.19314339,6903334,1.17E+07,2.04E+07,76677,311485,311485,0,311485,311485,2.05E+07,2.05E+07,0,2.05E+07,2.05E+07,0,0,0,0,72,72,0.096571695,0.096571695,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,2,0,2,0,65535,112,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.128.137-10.42.0.151-80-39022-6,10.42.0.151,39022,203.205.128.137,80,6,13-06-2017 06:00,20830072,4,4,700,62,700,0,175,350,62,0,15.5,31,36.58172665,0.384060122,2975724.571,7597735.657,2.02E+07,9650,625605,208535,180636.2044,362411,9650,2.06E+07,6868139.667,1.16E+07,2.02E+07,120754,0,0,0,0,136,136,0.192030061,0.192030061,0,700,84.66666667,231.6592325,53666,0,0,0,1,0,0,0,0,1,95.25,175,15.5,136,0,0,0,0,0,0,4,700,4,62,65535,123,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.128.137-10.42.0.151-80-39025-6,10.42.0.151,39025,203.205.128.137,80,6,13-06-2017 06:00,21695540,2,2,0,0,0,0,0,0,0,0,0,0,0,0.184369691,7231846.667,1.23E+07,2.14E+07,53972,271819,271819,0,271819,271819,2.15E+07,2.15E+07,0,2.15E+07,2.15E+07,0,0,0,0,72,72,0.092184845,0.092184845,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,2,0,2,0,65535,112,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-14.17.42.57-52547-80-6,10.42.0.151,52547,14.17.42.57,80,6,13-06-2017 06:00,24999110,6,5,1235,376,619,0,205.8333333,318.87704,188,0,75.2,102.9718408,64.44229415,0.440015665,2499911,6287219.499,2.00E+07,276,4969386,993877.2,1745569.648,4109232,11586,2.48E+07,6189140.5,9479143.244,2.01E+07,276,0,0,0,0,200,168,0.240008544,0.20000712,0,619,134.25,236.8406158,56093.47727,0,0,0,1,0,0,0,0,0,146.4545455,205.8333333,75.2,200,0,0,0,0,0,0,6,1235,5,376,65535,131,2,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.174-10.42.0.151-443-50087-6,10.42.0.151,50087,172.217.2.174,443,6,13-06-2017 05:56,228999,16,12,611,5518,242,0,38.1875,75.96509615,1418,0,459.8333333,616.3360703,26764.30901,122.2712763,8481.444444,11908.58199,37824,9,226292,15086.13333,20047.68965,59944,9,206651,18786.45455,23560.99873,61671,10,0,0,0,0,532,392,69.86930074,52.40197555,0,1418,211.3448276,444.429512,197517.5911,0,0,0,1,0,0,0,0,0,218.8928571,38.1875,459.8333333,532,0,0,0,0,0,0,16,611,12,5518,65535,349,6,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.174-10.42.0.151-443-50087-6,10.42.0.151,50087,172.217.2.174,443,6,13-06-2017 06:00,163,1,1,55,0,55,55,55,0,0,0,0,0,337423.3129,12269.93865,163,0,163,163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,6134.969325,6134.969325,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,1,55,55,0,32,0,0,0,0,0,0,1,55,1,0,349,349,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.174-10.42.0.151-443-50087-6,10.42.0.151,50087,172.217.2.174,443,6,13-06-2017 06:00,1485,2,0,0,0,0,0,0,0,0,0,0,0,0,1346.801347,1485,0,1485,1485,1485,1485,0,1485,1485,0,0,0,0,0,0,0,0,0,64,0,1346.801347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1546,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.100-10.42.0.151-443-35528-6,10.42.0.151,35528,172.217.2.100,443,6,13-06-2017 05:56,140552,10,8,874,264,517,0,87.4,162.3735063,152,0,33,51.75767714,8096.647504,128.0664807,8267.764706,11524.97908,35096,7,140552,15616.88889,19521.51812,57465,15,83255,11893.57143,14738.59865,30490,7,0,0,0,0,328,264,71.14804485,56.91843588,0,517,59.89473684,123.1480115,15165.43275,0,0,0,1,0,0,0,0,0,63.22222222,87.4,33,328,0,0,0,0,0,0,10,874,8,264,65535,349,6,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.100-10.42.0.151-443-35528-6,10.42.0.151,35528,172.217.2.100,443,6,13-06-2017 06:00,167,1,1,55,0,55,55,55,0,0,0,0,0,329341.3174,11976.0479,167,0,167,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,5988.023952,5988.023952,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,1,55,55,0,32,0,0,0,0,0,0,1,55,1,0,349,349,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
172.217.2.100-10.42.0.151-443-35528-6,10.42.0.151,35528,172.217.2.100,443,6,13-06-2017 06:00,474,2,0,0,0,0,0,0,0,0,0,0,0,0,4219.409283,474,0,474,474,474,474,0,474,474,0,0,0,0,0,0,0,0,0,64,0,4219.409283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1369,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.66-10.42.0.151-80-59510-6,10.42.0.151,59510,203.205.158.66,80,6,13-06-2017 06:00,29916331,4,4,443,466,443,0,110.75,221.5,466,0,116.5,233,30.38474203,0.267412471,4273761.571,1.11E+07,2.95E+07,334,455709,151903,131264.0475,228303,334,2.97E+07,9897138.667,1.69E+07,2.95E+07,514,0,0,0,0,136,136,0.133706236,0.133706236,0,466,101,200.4981297,40199.5,0,0,0,1,0,0,0,0,1,113.625,110.75,116.5,136,0,0,0,0,0,0,4,443,4,466,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.66-10.42.0.151-80-59506-6,10.42.0.151,59506,203.205.158.66,80,6,13-06-2017 06:00,29960273,4,4,443,466,443,0,110.75,221.5,466,0,116.5,233,30.34017747,0.267020264,4280039,1.11E+07,2.95E+07,549,458599,152866.3333,131215.181,229960,1360,2.97E+07,9911619.667,1.70E+07,2.95E+07,549,0,0,0,0,136,136,0.133510132,0.133510132,0,466,101,200.4981297,40199.5,0,0,0,1,0,0,0,0,1,113.625,110.75,116.5,136,0,0,0,0,0,0,4,443,4,466,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.66-10.42.0.151-80-59507-6,10.42.0.151,59507,203.205.158.66,80,6,13-06-2017 06:00,29917318,4,4,443,466,443,0,110.75,221.5,466,0,116.5,233,30.38373961,0.267403649,4273902.571,1.11E+07,2.95E+07,480,456462,152154,131282.305,228362,563,2.97E+07,9897330.667,1.69E+07,2.95E+07,480,0,0,0,0,136,136,0.133701824,0.133701824,0,466,101,200.4981297,40199.5,0,0,0,1,0,0,0,0,1,113.625,110.75,116.5,136,0,0,0,0,0,0,4,443,4,466,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.66-10.42.0.151-80-59509-6,10.42.0.151,59509,203.205.158.66,80,6,13-06-2017 06:00,29917143,4,4,443,466,443,0,110.75,221.5,466,0,116.5,233,30.38391734,0.267405213,4273877.571,1.11E+07,2.95E+07,238,456360,152120,131017.2994,228174,835,2.97E+07,9897182,1.69E+07,2.95E+07,238,0,0,0,0,136,136,0.133702607,0.133702607,0,466,101,200.4981297,40199.5,0,0,0,1,0,0,0,0,1,113.625,110.75,116.5,136,0,0,0,0,0,0,4,443,4,466,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.66-10.42.0.151-80-59508-6,10.42.0.151,59508,203.205.158.66,80,6,13-06-2017 06:00,29919616,4,4,443,466,443,0,110.75,221.5,466,0,116.5,233,30.38140596,0.267383111,4274230.857,1.11E+07,2.95E+07,240,447703,149234.3333,128835.2979,227025,521,2.97E+07,9900512.333,1.70E+07,2.95E+07,240,0,0,0,0,136,136,0.133691555,0.133691555,0,466,101,200.4981297,40199.5,0,0,0,1,0,0,0,0,1,113.625,110.75,116.5,136,0,0,0,0,0,0,4,443,4,466,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
203.205.158.66-10.42.0.151-80-59511-6,10.42.0.151,59511,203.205.158.66,80,6,13-06-2017 06:00,29918012,4,4,443,466,443,0,110.75,221.5,466,0,116.5,233,30.38303481,0.267397446,4274001.714,1.11E+07,2.95E+07,535,438246,146082,126048.5712,219399,535,2.97E+07,9900291,1.70E+07,2.95E+07,535,0,0,0,0,136,136,0.133698723,0.133698723,0,466,101,200.4981297,40199.5,0,0,0,1,0,0,0,0,1,113.625,110.75,116.5,136,0,0,0,0,0,0,4,443,4,466,65535,122,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-103.7.30.118-38682-80-6,10.42.0.151,38682,103.7.30.118,80,6,13-06-2017 06:00,30654199,6,5,1259,294,659,0,209.8333333,325.6073812,147,0,58.8,80.51521595,50.66190116,0.358841541,3065419.9,9446103.489,2.99E+07,470,706170,141234,127810.8116,258019,470,3.04E+07,7609276.25,1.49E+07,3.00E+07,481,0,0,0,0,200,168,0.19573175,0.163109791,0,659,129.4166667,240.5514341,57864.99242,0,0,0,1,0,0,0,0,0,141.1818182,209.8333333,58.8,200,0,0,0,0,0,0,6,1259,5,294,65535,9,2,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-103.7.30.118-38684-80-6,10.42.0.151,38684,103.7.30.118,80,6,13-06-2017 06:00,30561369,4,4,1030,147,1030,0,257.5,515,147,0,36.75,73.5,38.51267265,0.261768378,4365909.857,1.13E+07,3.00E+07,15,600700,200233.3333,75341.23481,252737,113908,3.03E+07,1.01E+07,1.72E+07,3.00E+07,15,0,0,0,0,136,136,0.130884189,0.130884189,0,1030,130.7777778,340.6947966,116072.9444,0,0,0,1,0,0,0,0,1,147.125,257.5,36.75,136,0,0,0,0,0,0,4,1030,4,147,65535,8,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
10.42.0.151-103.7.30.118-38687-80-6,10.42.0.151,38687,103.7.30.118,80,6,13-06-2017 06:00,30502360,4,4,616,147,616,0,154,308,147,0,36.75,73.5,25.0144579,0.262274788,4357480,1.13E+07,3.00E+07,27,543145,181048.3333,148805.1173,279520,9868,3.03E+07,1.01E+07,1.73E+07,3.00E+07,27,0,0,0,0,136,136,0.131137394,0.131137394,0,616,84.77777778,205.0547352,42047.44444,0,0,0,1,0,0,0,0,1,95.375,154,36.75,136,0,0,0,0,0,0,4,616,4,147,65535,7,1,32,0,0,0,0,0,0,0,0,ADWARE_EWIND,
